               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  68,             0.02839,            0.016139,           0.0026793,             0.79841,             0.67791,             0.72875,             0.37992,            0.036819,            0.015028,           0.0078157,            0.003367,            0.003367,            0.003367
                  69,            0.027933,            0.015854,           0.0028223,             0.83766,             0.76183,             0.79451,             0.41053,            0.036294,            0.015151,           0.0070871,            0.003268,            0.003268,            0.003268
                  70,            0.027841,            0.015662,           0.0029274,             0.79736,             0.75994,             0.77655,             0.41776,            0.036691,            0.015136,            0.006708,            0.003169,            0.003169,            0.003169
                  71,            0.027343,            0.016516,           0.0024399,             0.84119,             0.74407,             0.78725,             0.43716,            0.036159,            0.014906,           0.0067953,             0.00307,             0.00307,             0.00307
                  72,            0.027809,            0.015352,           0.0026079,             0.82093,             0.75146,             0.78192,             0.42545,            0.035951,            0.015129,           0.0067186,            0.002971,            0.002971,            0.002971
                  73,            0.027688,            0.015728,           0.0026746,             0.79573,             0.74559,             0.74392,               0.403,            0.036477,            0.015532,           0.0070515,            0.002872,            0.002872,            0.002872
                  74,            0.027068,            0.014907,           0.0021528,             0.83397,             0.72051,             0.76212,              0.4063,            0.036541,            0.015297,           0.0073721,            0.002773,            0.002773,            0.002773
                  75,            0.027505,            0.016514,           0.0026761,             0.82512,             0.74098,             0.75847,             0.40495,            0.036157,            0.014896,           0.0074539,            0.002674,            0.002674,            0.002674
                  76,             0.02701,            0.015907,           0.0019975,             0.82983,             0.68893,             0.74642,             0.38312,             0.03659,            0.015035,           0.0080013,            0.002575,            0.002575,            0.002575
                  77,            0.027075,             0.01596,           0.0023577,             0.80249,             0.71188,             0.75317,             0.41397,            0.036204,            0.015487,           0.0069353,            0.002476,            0.002476,            0.002476
                  78,            0.026389,            0.015017,           0.0021567,             0.82213,             0.73979,             0.77139,             0.43627,            0.035738,            0.015293,            0.006999,            0.002377,            0.002377,            0.002377
                  79,            0.026857,            0.015384,           0.0025819,             0.77637,             0.76077,              0.7753,             0.43995,            0.035704,            0.015153,            0.007222,            0.002278,            0.002278,            0.002278
                  80,             0.02673,             0.01504,           0.0022772,              0.8064,             0.78328,             0.77601,             0.42134,            0.036128,            0.015156,           0.0065653,            0.002179,            0.002179,            0.002179
                  81,            0.026319,            0.014986,           0.0026311,             0.82254,             0.73526,             0.76798,             0.40477,            0.035902,            0.015315,            0.006823,             0.00208,             0.00208,             0.00208
                  82,            0.026284,             0.01501,           0.0022106,             0.79306,              0.7576,             0.76104,             0.42422,            0.035859,            0.015622,           0.0067055,            0.001981,            0.001981,            0.001981
                  83,            0.025869,            0.015708,           0.0023298,             0.80593,             0.77457,             0.77882,              0.4211,             0.03596,            0.015445,           0.0068832,            0.001882,            0.001882,            0.001882
                  84,             0.02588,            0.014412,           0.0021539,             0.78377,             0.80426,             0.77142,             0.40631,            0.036054,            0.015207,           0.0068733,            0.001783,            0.001783,            0.001783
                  85,            0.025559,            0.015493,           0.0021695,             0.84139,             0.75227,             0.76919,             0.41863,            0.036108,            0.015041,           0.0067865,            0.001684,            0.001684,            0.001684
                  86,            0.025964,            0.014232,           0.0025753,             0.83196,              0.7593,             0.77008,             0.42591,            0.036381,            0.015279,           0.0067015,            0.001585,            0.001585,            0.001585
