               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  88,            0.025938,            0.014291,           0.0020609,             0.80971,             0.76989,             0.77923,             0.42639,            0.035558,            0.015411,           0.0078735,            0.001387,            0.001387,            0.001387
                  89,            0.025144,            0.014193,           0.0021246,             0.79561,             0.77556,             0.77776,             0.42774,            0.035456,            0.015438,           0.0075022,            0.001288,            0.001288,            0.001288
                  90,            0.024528,            0.014461,            0.001843,             0.80141,             0.76064,             0.78307,             0.42586,            0.035685,            0.015721,           0.0072197,            0.001189,            0.001189,            0.001189
                  91,            0.025128,            0.014929,           0.0020596,             0.80603,             0.75671,               0.775,             0.42678,            0.035814,            0.015826,           0.0074799,             0.00109,             0.00109,             0.00109
                  92,            0.024115,            0.014442,           0.0016157,             0.82054,             0.74568,             0.76991,             0.43107,             0.03578,             0.01572,           0.0083879,            0.000991,            0.000991,            0.000991
                  93,            0.024671,            0.013869,           0.0019684,             0.82449,              0.7378,             0.77366,             0.42846,            0.035827,            0.015779,           0.0076044,            0.000892,            0.000892,            0.000892
                  94,            0.024893,            0.014867,           0.0017312,             0.83247,             0.73319,             0.76245,             0.43344,            0.035845,            0.015676,           0.0076828,            0.000793,            0.000793,            0.000793
                  95,            0.024073,            0.013887,           0.0021852,             0.82288,             0.74355,             0.77566,             0.43455,            0.035777,            0.015614,           0.0081083,            0.000694,            0.000694,            0.000694
                  96,            0.025021,            0.014098,           0.0019366,             0.83666,              0.7393,             0.77592,             0.43169,            0.035565,            0.015614,           0.0079243,            0.000595,            0.000595,            0.000595
                  97,            0.024776,            0.014204,            0.001783,             0.83538,             0.74377,              0.7794,             0.43289,            0.035718,            0.015759,           0.0078007,            0.000496,            0.000496,            0.000496
                  98,            0.024473,            0.013897,           0.0016758,             0.83713,             0.74273,             0.78553,             0.43575,            0.035585,            0.015709,           0.0081926,            0.000397,            0.000397,            0.000397
                  99,            0.024602,            0.014181,            0.001765,             0.83105,             0.74001,              0.7831,             0.43597,            0.035498,             0.01567,           0.0083963,            0.000298,            0.000298,            0.000298
